Material,Weight (kg),Transport Distance (km),Region,Virgin CO₂ (kg),Process CO₂ (kg),Transport CO₂ (kg),Net CO₂ Saved (kg)
Glass,0.21,75,EU,0.336,0.231,0.002,0.103
Paper,3.39,100,EU,9.153,3.729,0.041,5.383
Glass,7.85,25,India,12.56,15.7,0.024,0.0
Books,6.72,100,Germany,16.8,3.36,0.081,13.359
Glass,4.82,10,USA,7.712,5.784,0.006,1.922
Books,8.79,50,EU,21.975,9.669,0.053,12.253
E-waste,8.53,75,India,102.36,17.06,0.077,85.223
Glass,7.18,10,EU,11.488,7.898,0.009,3.581
Clothes,0.52,75,USA,4.16,0.624,0.005,3.531
Books,5.62,100,USA,14.05,6.744,0.067,7.239
Books,3.49,100,USA,8.725,4.188,0.042,4.495
E-waste,6.02,5,USA,72.24,7.224,0.004,65.012
Paper,3.06,75,EU,8.262,3.366,0.028,4.868
Clothes,4.12,75,India,32.96,8.24,0.037,24.683
Books,5.44,10,EU,13.6,5.984,0.007,7.609
Books,2.83,25,USA,7.075,3.396,0.008,3.671
Paper,2.72,100,EU,7.344,2.992,0.033,4.319
Plastic,7.14,100,USA,42.84,8.568,0.086,34.186
Paper,8.52,50,India,23.004,17.04,0.051,5.913
Glass,2.45,100,USA,3.92,2.94,0.029,0.951
Books,8.45,5,EU,21.125,9.295,0.005,11.825
Glass,5.48,5,India,8.768,10.96,0.003,0.0
Clothes,4.71,25,EU,37.68,5.181,0.014,32.485
Paper,2.08,50,USA,5.616,2.496,0.012,3.108
Paper,6.78,25,India,18.306,13.56,0.02,4.726
Paper,7.56,10,Germany,20.412,3.78,0.009,16.623
Books,6.4,10,Germany,16.0,3.2,0.008,12.792
Glass,5.78,10,USA,9.248,6.936,0.007,2.305
Paper,1.8,100,USA,4.86,2.16,0.022,2.678
Books,9.21,75,USA,23.025,11.052,0.083,11.89
E-waste,2.66,100,India,31.92,5.32,0.032,26.568
Plastic,2.97,10,India,17.82,5.94,0.004,11.876
Glass,2.02,50,EU,3.232,2.222,0.012,0.998
E-waste,1.7,25,USA,20.4,2.04,0.005,18.355
Paper,5.9,5,USA,15.93,7.08,0.004,8.846
Glass,2.56,10,USA,4.096,3.072,0.003,1.021
Books,0.93,50,Germany,2.325,0.465,0.006,1.854
Glass,6.63,100,India,10.608,13.26,0.08,0.0
Glass,4.26,100,Germany,6.816,2.13,0.051,4.635
Paper,6.4,50,EU,17.28,7.04,0.038,10.202
Plastic,5.91,50,Germany,35.46,2.955,0.035,32.47
Glass,4.46,10,EU,7.136,4.906,0.005,2.225
Plastic,4.86,5,USA,29.16,5.832,0.003,23.325
Books,6.91,50,Germany,17.275,3.455,0.041,13.779
Paper,5.03,10,EU,13.581,5.533,0.006,8.042
Glass,9.53,10,EU,15.248,10.483,0.011,4.754
Glass,6.99,5,Germany,11.184,3.495,0.004,7.685
Clothes,7.14,5,Germany,57.12,3.57,0.004,53.546
Glass,4.73,75,USA,7.568,5.676,0.043,1.849
Glass,7.96,50,USA,12.736,9.552,0.048,3.136
Books,1.8,25,USA,4.5,2.16,0.005,2.335
Glass,8.29,50,EU,13.264,9.119,0.05,4.095
Plastic,7.26,100,Germany,43.56,3.63,0.087,39.843
Paper,7.14,5,India,19.278,14.28,0.004,4.994
Plastic,8.42,100,Germany,50.52,4.21,0.101,46.209
Paper,6.05,75,EU,16.335,6.655,0.054,9.626
Clothes,5.96,25,Germany,47.68,2.98,0.018,44.682
Paper,7.11,50,Germany,19.197,3.555,0.043,15.599
Paper,1.91,50,India,5.157,3.82,0.011,1.326
Glass,2.67,25,India,4.272,5.34,0.008,0.0
Glass,6.39,75,Germany,10.224,3.195,0.058,6.971
Books,8.19,100,USA,20.475,9.828,0.098,10.549
Clothes,9.34,25,India,74.72,18.68,0.028,56.012
Plastic,5.19,25,Germany,31.14,2.595,0.016,28.529
E-waste,3.7,10,EU,44.4,4.07,0.004,40.326
E-waste,8.83,100,EU,105.96,9.713,0.106,96.141
Clothes,5.17,5,Germany,41.36,2.585,0.003,38.772
Glass,9.72,5,EU,15.552,10.692,0.006,4.854
Clothes,5.73,75,USA,45.84,6.876,0.052,38.912
Plastic,1.8,100,USA,10.8,2.16,0.022,8.618
Clothes,2.3,25,EU,18.4,2.53,0.007,15.863
Books,6.58,25,EU,16.45,7.238,0.02,9.192
Paper,4.38,25,India,11.826,8.76,0.013,3.053
Clothes,2.65,75,EU,21.2,2.915,0.024,18.261
Clothes,1.73,75,Germany,13.84,0.865,0.016,12.959
Glass,6.47,25,Germany,10.352,3.235,0.019,7.098
Glass,4.54,5,USA,7.264,5.448,0.003,1.813
Plastic,2.93,50,Germany,17.58,1.465,0.018,16.097
Glass,2.33,5,USA,3.728,2.796,0.001,0.931
Books,9.48,5,USA,23.7,11.376,0.006,12.318
E-waste,1.44,25,EU,17.28,1.584,0.004,15.692
E-waste,3.76,25,USA,45.12,4.512,0.011,40.597
Books,8.87,100,Germany,22.175,4.435,0.106,17.634
Plastic,5.3,50,USA,31.8,6.36,0.032,25.408
Clothes,1.49,75,EU,11.92,1.639,0.013,10.268
Glass,9.22,5,EU,14.752,10.142,0.006,4.604
Clothes,7.53,5,Germany,60.24,3.765,0.005,56.47
E-waste,5.25,5,Germany,63.0,2.625,0.003,60.372
Paper,0.85,5,India,2.295,1.7,0.001,0.594
Books,0.71,5,EU,1.775,0.781,0.0,0.994
E-waste,5.69,25,Germany,68.28,2.845,0.017,65.418
E-waste,8.59,100,USA,103.08,10.308,0.103,92.669
Books,4.17,10,EU,10.425,4.587,0.005,5.833
Books,9.41,100,USA,23.525,11.292,0.113,12.12
Books,8.77,100,India,21.925,17.54,0.105,4.28
Clothes,5.49,75,India,43.92,10.98,0.049,32.891
Books,2.67,100,India,6.675,5.34,0.032,1.303
Plastic,7.78,100,EU,46.68,8.558,0.093,38.029
E-waste,5.76,50,USA,69.12,6.912,0.035,62.173
Paper,3.38,10,India,9.126,6.76,0.004,2.362
E-waste,8.85,75,Germany,106.2,4.425,0.08,101.695
Clothes,9.2,25,India,73.6,18.4,0.028,55.172
Plastic,1.89,10,Germany,11.34,0.945,0.002,10.393
Clothes,8.83,75,Germany,70.64,4.415,0.079,66.146
Paper,4.98,10,USA,13.446,5.976,0.006,7.464
Glass,5.93,75,EU,9.488,6.523,0.053,2.912
Books,5.77,25,India,14.425,11.54,0.017,2.868
Glass,4.0,10,EU,6.4,4.4,0.005,1.995
Glass,8.28,50,USA,13.248,9.936,0.05,3.262
Plastic,5.45,100,EU,32.7,5.995,0.065,26.64
E-waste,9.86,10,EU,118.32,10.846,0.012,107.462
Plastic,5.91,10,Germany,35.46,2.955,0.007,32.498
Books,6.04,100,USA,15.1,7.248,0.072,7.78
Glass,1.24,5,USA,1.984,1.488,0.001,0.495
Books,3.17,10,EU,7.925,3.487,0.004,4.434
Clothes,1.75,75,USA,14.0,2.1,0.016,11.884
Plastic,6.95,100,Germany,41.7,3.475,0.083,38.142
Clothes,1.14,100,Germany,9.12,0.57,0.014,8.536
Books,5.53,50,EU,13.825,6.083,0.033,7.709
E-waste,2.08,75,Germany,24.96,1.04,0.019,23.901
Paper,2.38,100,Germany,6.426,1.19,0.029,5.207
Paper,9.09,100,India,24.543,18.18,0.109,6.254
Books,7.59,50,USA,18.975,9.108,0.046,9.821
Clothes,8.14,25,Germany,65.12,4.07,0.024,61.026
E-waste,8.61,50,EU,103.32,9.471,0.052,93.797
E-waste,9.45,25,EU,113.4,10.395,0.028,102.977
Plastic,2.01,10,India,12.06,4.02,0.002,8.038
E-waste,7.95,25,USA,95.4,9.54,0.024,85.836
Plastic,2.38,5,EU,14.28,2.618,0.001,11.661
E-waste,7.94,50,India,95.28,15.88,0.048,79.352
Glass,7.82,50,India,12.512,15.64,0.047,0.0
E-waste,7.06,5,USA,84.72,8.472,0.004,76.244
Plastic,0.36,75,EU,2.16,0.396,0.003,1.761
Books,8.98,50,EU,22.45,9.878,0.054,12.518
Paper,8.28,10,India,22.356,16.56,0.01,5.786
Clothes,6.69,50,India,53.52,13.38,0.04,40.1
Plastic,2.81,25,India,16.86,5.62,0.008,11.232
E-waste,6.84,75,India,82.08,13.68,0.062,68.338
Plastic,3.61,10,Germany,21.66,1.805,0.004,19.851
Glass,5.94,10,India,9.504,11.88,0.007,0.0
Books,4.89,25,Germany,12.225,2.445,0.015,9.765
Clothes,7.11,100,India,56.88,14.22,0.085,42.575
Clothes,0.74,75,India,5.92,1.48,0.007,4.433
E-waste,4.19,75,EU,50.28,4.609,0.038,45.633
E-waste,4.05,100,EU,48.6,4.455,0.049,44.096
Plastic,6.82,50,USA,40.92,8.184,0.041,32.695
Plastic,9.4,5,India,56.4,18.8,0.006,37.594
Books,9.92,50,USA,24.8,11.904,0.06,12.836
E-waste,7.3,25,USA,87.6,8.76,0.022,78.818
Books,8.51,100,USA,21.275,10.212,0.102,10.961
Plastic,2.75,50,USA,16.5,3.3,0.016,13.183
Glass,5.53,10,USA,8.848,6.636,0.007,2.205
E-waste,2.35,5,Germany,28.2,1.175,0.001,27.024
Books,6.36,100,EU,15.9,6.996,0.076,8.828
Glass,1.93,75,Germany,3.088,0.965,0.017,2.106
Plastic,3.4,5,USA,20.4,4.08,0.002,16.318
Plastic,0.35,5,India,2.1,0.7,0.0,1.4
Paper,9.83,75,India,26.541,19.66,0.088,6.793
Books,4.74,10,Germany,11.85,2.37,0.006,9.474
Books,5.79,5,Germany,14.475,2.895,0.003,11.577
Paper,7.39,100,USA,19.953,8.868,0.089,10.996
Clothes,0.8,100,USA,6.4,0.96,0.01,5.43
Paper,1.28,100,India,3.456,2.56,0.015,0.881
Glass,8.29,100,India,13.264,16.58,0.099,0.0
Paper,3.06,100,India,8.262,6.12,0.037,2.105
Paper,1.67,25,India,4.509,3.34,0.005,1.164
Paper,2.08,25,EU,5.616,2.288,0.006,3.322
E-waste,9.32,50,USA,111.84,11.184,0.056,100.6
Glass,1.44,75,Germany,2.304,0.72,0.013,1.571
Paper,4.35,100,Germany,11.745,2.175,0.052,9.518
Glass,9.96,5,USA,15.936,11.952,0.006,3.978
Glass,8.54,100,India,13.664,17.08,0.102,0.0
Glass,5.68,5,EU,9.088,6.248,0.003,2.837
Clothes,3.79,25,EU,30.32,4.169,0.011,26.14
Paper,5.96,25,USA,16.092,7.152,0.018,8.922
Glass,6.48,10,Germany,10.368,3.24,0.008,7.12
E-waste,7.11,75,USA,85.32,8.532,0.064,76.724
Paper,9.57,10,India,25.839,19.14,0.011,6.688
Paper,2.4,75,Germany,6.48,1.2,0.022,5.258
Glass,7.22,100,EU,11.552,7.942,0.087,3.523
Books,4.38,5,EU,10.95,4.818,0.003,6.129
Glass,1.31,100,India,2.096,2.62,0.016,0.0
Books,4.29,50,USA,10.725,5.148,0.026,5.551
Plastic,5.91,10,Germany,35.46,2.955,0.007,32.498
Clothes,8.74,10,EU,69.92,9.614,0.01,60.296
Books,0.72,25,EU,1.8,0.792,0.002,1.006
Plastic,0.23,10,USA,1.38,0.276,0.0,1.104
E-waste,8.22,5,EU,98.64,9.042,0.005,89.593
Clothes,1.18,50,USA,9.44,1.416,0.007,8.017
Paper,2.93,75,Germany,7.911,1.465,0.026,6.42
Paper,3.56,10,Germany,9.612,1.78,0.004,7.828
Books,5.51,5,Germany,13.775,2.755,0.003,11.017
Clothes,6.66,100,Germany,53.28,3.33,0.08,49.87
Plastic,5.59,5,India,33.54,11.18,0.003,22.357
Books,0.56,50,Germany,1.4,0.28,0.003,1.117
Glass,1.61,25,India,2.576,3.22,0.005,0.0
Paper,9.87,75,Germany,26.649,4.935,0.089,21.625
E-waste,5.49,75,Germany,65.88,2.745,0.049,63.086
Clothes,8.6,25,EU,68.8,9.46,0.026,59.314
E-waste,8.88,5,Germany,106.56,4.44,0.005,102.115
Clothes,1.46,5,USA,11.68,1.752,0.001,9.927
Glass,3.44,100,India,5.504,6.88,0.041,0.0
E-waste,4.8,5,USA,57.6,5.76,0.003,51.837
E-waste,6.78,75,India,81.36,13.56,0.061,67.739
Plastic,8.45,10,Germany,50.7,4.225,0.01,46.465
Clothes,6.29,50,USA,50.32,7.548,0.038,42.734
Clothes,3.03,100,USA,24.24,3.636,0.036,20.568
E-waste,1.15,5,USA,13.8,1.38,0.001,12.419
Clothes,8.24,5,EU,65.92,9.064,0.005,56.851
Paper,9.55,5,USA,25.785,11.46,0.006,14.319
Books,4.12,25,EU,10.3,4.532,0.012,5.756
Paper,4.07,5,Germany,10.989,2.035,0.002,8.952
Glass,6.7,10,USA,10.72,8.04,0.008,2.672
Glass,2.82,10,India,4.512,5.64,0.003,0.0
Plastic,5.3,10,EU,31.8,5.83,0.006,25.964
Books,9.77,100,EU,24.425,10.747,0.117,13.561
Paper,3.88,75,USA,10.476,4.656,0.035,5.785
Books,8.42,5,India,21.05,16.84,0.005,4.205
Books,9.62,25,EU,24.05,10.582,0.029,13.439
Plastic,9.7,50,EU,58.2,10.67,0.058,47.472
Clothes,2.35,75,EU,18.8,2.585,0.021,16.194
E-waste,9.93,100,USA,119.16,11.916,0.119,107.125
Glass,4.13,75,USA,6.608,4.956,0.037,1.615
E-waste,5.25,50,USA,63.0,6.3,0.032,56.669
Plastic,4.55,10,India,27.3,9.1,0.005,18.195
Paper,4.21,5,India,11.367,8.42,0.003,2.944
Books,3.21,75,Germany,8.025,1.605,0.029,6.391
Books,2.79,5,EU,6.975,3.069,0.002,3.904
Glass,9.04,100,EU,14.464,9.944,0.108,4.412
Clothes,0.51,25,USA,4.08,0.612,0.002,3.466
Glass,6.38,100,India,10.208,12.76,0.077,0.0
Clothes,0.3,75,EU,2.4,0.33,0.003,2.067
Clothes,7.69,50,USA,61.52,9.228,0.046,52.246
Clothes,8.18,25,EU,65.44,8.998,0.025,56.417
Plastic,7.38,100,EU,44.28,8.118,0.089,36.073
Plastic,3.1,75,EU,18.6,3.41,0.028,15.162
Books,4.2,100,EU,10.5,4.62,0.05,5.83
Glass,5.61,10,Germany,8.976,2.805,0.007,6.164
Plastic,8.36,5,Germany,50.16,4.18,0.005,45.975
Glass,4.79,50,USA,7.664,5.748,0.029,1.887
E-waste,8.62,10,EU,103.44,9.482,0.01,93.948
Glass,6.41,100,Germany,10.256,3.205,0.077,6.974
Books,5.57,10,India,13.925,11.14,0.007,2.778
Books,4.99,25,USA,12.475,5.988,0.015,6.472
Plastic,8.52,100,USA,51.12,10.224,0.102,40.794
Clothes,4.85,5,EU,38.8,5.335,0.003,33.462
E-waste,5.81,50,EU,69.72,6.391,0.035,63.294
Glass,8.82,25,India,14.112,17.64,0.026,0.0
Glass,2.54,75,EU,4.064,2.794,0.023,1.247
Clothes,2.22,50,India,17.76,4.44,0.013,13.307
Paper,7.91,75,USA,21.357,9.492,0.071,11.794
E-waste,4.34,50,EU,52.08,4.774,0.026,47.28
E-waste,7.81,25,USA,93.72,9.372,0.023,84.325
Paper,3.84,75,EU,10.368,4.224,0.035,6.109
Glass,6.94,100,EU,11.104,7.634,0.083,3.387
Paper,1.37,5,EU,3.699,1.507,0.001,2.191
Paper,8.25,10,India,22.275,16.5,0.01,5.765
Clothes,8.73,50,India,69.84,17.46,0.052,52.328
Books,5.77,50,Germany,14.425,2.885,0.035,11.505
Plastic,8.93,5,Germany,53.58,4.465,0.005,49.11
Glass,5.88,10,India,9.408,11.76,0.007,0.0
E-waste,6.89,5,EU,82.68,7.579,0.004,75.097
Paper,0.97,10,EU,2.619,1.067,0.001,1.551
Books,9.35,25,India,23.375,18.7,0.028,4.647
Books,9.33,50,India,23.325,18.66,0.056,4.609
Clothes,7.43,50,Germany,59.44,3.715,0.045,55.68
Books,9.32,100,USA,23.3,11.184,0.112,12.004
Clothes,2.58,75,Germany,20.64,1.29,0.023,19.327
Paper,5.38,100,EU,14.526,5.918,0.065,8.543
Clothes,5.72,50,India,45.76,11.44,0.034,34.286
Clothes,4.71,50,EU,37.68,5.181,0.028,32.471
E-waste,1.28,25,EU,15.36,1.408,0.004,13.948
Plastic,7.99,50,India,47.94,15.98,0.048,31.912
Clothes,2.53,10,Germany,20.24,1.265,0.003,18.972
E-waste,4.98,25,EU,59.76,5.478,0.015,54.267
Glass,3.13,5,USA,5.008,3.756,0.002,1.25
Books,4.87,50,Germany,12.175,2.435,0.029,9.711
Books,2.91,75,USA,7.275,3.492,0.026,3.757
Clothes,2.73,25,EU,21.84,3.003,0.008,18.829
Books,6.36,75,Germany,15.9,3.18,0.057,12.663
Plastic,1.85,5,Germany,11.1,0.925,0.001,10.174
Books,7.02,50,EU,17.55,7.722,0.042,9.786
Glass,7.05,50,USA,11.28,8.46,0.042,2.778
Books,0.25,50,EU,0.625,0.275,0.002,0.348
Glass,2.24,75,India,3.584,4.48,0.02,0.0
Books,8.0,25,Germany,20.0,4.0,0.024,15.976
Paper,5.31,75,India,14.337,10.62,0.048,3.669
Books,3.11,10,USA,7.775,3.732,0.004,4.039
Glass,0.89,10,India,1.424,1.78,0.001,0.0
Glass,4.12,75,EU,6.592,4.532,0.037,2.023
Books,7.81,5,Germany,19.525,3.905,0.005,15.615
Glass,2.61,25,India,4.176,5.22,0.008,0.0
Glass,6.5,50,USA,10.4,7.8,0.039,2.561
Plastic,2.75,75,USA,16.5,3.3,0.025,13.175
Clothes,9.92,100,EU,79.36,10.912,0.119,68.329
Clothes,1.62,25,USA,12.96,1.944,0.005,11.011
Glass,6.12,10,EU,9.792,6.732,0.007,3.053
Books,4.99,25,Germany,12.475,2.495,0.015,9.965
Plastic,6.44,5,India,38.64,12.88,0.004,25.756
Clothes,5.91,25,EU,47.28,6.501,0.018,40.761
Glass,8.71,5,USA,13.936,10.452,0.005,3.479
Clothes,4.54,25,India,36.32,9.08,0.014,27.226
Glass,3.83,5,India,6.128,7.66,0.002,0.0
Paper,6.72,25,USA,18.144,8.064,0.02,10.06
Paper,5.72,10,India,15.444,11.44,0.007,3.997
E-waste,2.55,50,USA,30.6,3.06,0.015,27.525
Clothes,4.86,5,EU,38.88,5.346,0.003,33.531
Glass,8.75,5,Germany,14.0,4.375,0.005,9.62
Glass,0.55,10,USA,0.88,0.66,0.001,0.219
Paper,3.32,10,India,8.964,6.64,0.004,2.32
Plastic,0.75,5,India,4.5,1.5,0.0,3.0
Plastic,5.7,50,India,34.2,11.4,0.034,22.766
Clothes,1.25,100,USA,10.0,1.5,0.015,8.485
Plastic,5.45,25,Germany,32.7,2.725,0.016,29.959
Glass,5.49,50,USA,8.784,6.588,0.033,2.163
Plastic,5.37,5,EU,32.22,5.907,0.003,26.31
Books,8.46,100,Germany,21.15,4.23,0.102,16.818
Paper,9.06,50,Germany,24.462,4.53,0.054,19.878
Books,5.76,100,India,14.4,11.52,0.069,2.811
E-waste,1.19,100,India,14.28,2.38,0.014,11.886
E-waste,4.06,50,USA,48.72,4.872,0.024,43.824
E-waste,7.43,75,USA,89.16,8.916,0.067,80.177
Plastic,3.91,5,India,23.46,7.82,0.002,15.638
Books,3.89,50,India,9.725,7.78,0.023,1.922
Clothes,4.24,10,India,33.92,8.48,0.005,25.435
Plastic,3.86,5,India,23.16,7.72,0.002,15.438
Glass,3.42,75,USA,5.472,4.104,0.031,1.337
Books,1.91,5,Germany,4.775,0.955,0.001,3.819
Clothes,2.54,50,EU,20.32,2.794,0.015,17.511
E-waste,0.9,5,EU,10.8,0.99,0.001,9.809
Glass,7.12,5,India,11.392,14.24,0.004,0.0
Paper,7.76,75,Germany,20.952,3.88,0.07,17.002
E-waste,5.32,100,EU,63.84,5.852,0.064,57.924
Plastic,4.23,100,EU,25.38,4.653,0.051,20.676
Plastic,1.56,5,Germany,9.36,0.78,0.001,8.579
Clothes,3.25,5,EU,26.0,3.575,0.002,22.423
Paper,9.67,25,India,26.109,19.34,0.029,6.74
Paper,9.26,25,EU,25.002,10.186,0.028,14.788
Clothes,0.28,50,EU,2.24,0.308,0.002,1.93
Paper,5.15,75,EU,13.905,5.665,0.046,8.194
Glass,5.58,75,EU,8.928,6.138,0.05,2.74
Books,3.83,5,Germany,9.575,1.915,0.002,7.658
Glass,5.14,5,Germany,8.224,2.57,0.003,5.651
Glass,1.83,25,India,2.928,3.66,0.005,0.0
Glass,7.98,75,USA,12.768,9.576,0.072,3.12
E-waste,1.13,100,Germany,13.56,0.565,0.014,12.981
E-waste,0.47,75,India,5.64,0.94,0.004,4.696
Glass,7.51,5,EU,12.016,8.261,0.005,3.75
Plastic,5.45,5,India,32.7,10.9,0.003,21.797
Paper,6.22,25,Germany,16.794,3.11,0.019,13.665
E-waste,8.51,10,EU,102.12,9.361,0.01,92.749
E-waste,8.7,10,Germany,104.4,4.35,0.01,100.04
Glass,4.6,50,USA,7.36,5.52,0.028,1.812
E-waste,5.18,10,India,62.16,10.36,0.006,51.794
Glass,4.34,75,Germany,6.944,2.17,0.039,4.735
Plastic,6.02,100,India,36.12,12.04,0.072,24.008
Glass,3.89,5,USA,6.224,4.668,0.002,1.554
Glass,8.07,25,Germany,12.912,4.035,0.024,8.853
Clothes,0.34,25,Germany,2.72,0.17,0.001,2.549
Paper,5.82,10,Germany,15.714,2.91,0.007,12.797
Glass,8.53,75,India,13.648,17.06,0.077,0.0
Plastic,0.87,25,Germany,5.22,0.435,0.003,4.782
E-waste,4.17,50,India,50.04,8.34,0.025,41.675
Books,7.32,75,EU,18.3,8.052,0.066,10.182
Clothes,1.19,5,EU,9.52,1.309,0.001,8.21
Plastic,5.75,50,USA,34.5,6.9,0.034,27.566
Paper,0.4,75,India,1.08,0.8,0.004,0.276
Glass,7.68,25,USA,12.288,9.216,0.023,3.049
Paper,6.14,25,Germany,16.578,3.07,0.018,13.49
Plastic,4.84,50,EU,29.04,5.324,0.029,23.687
Plastic,2.12,75,USA,12.72,2.544,0.019,10.157
Clothes,9.85,5,USA,78.8,11.82,0.006,66.974
Plastic,9.44,5,EU,56.64,10.384,0.006,46.25
E-waste,6.34,75,EU,76.08,6.974,0.057,69.049
Clothes,8.63,50,India,69.04,17.26,0.052,51.728
Books,8.53,75,Germany,21.325,4.265,0.077,16.983
Books,3.45,10,USA,8.625,4.14,0.004,4.481
Glass,3.94,5,Germany,6.304,1.97,0.002,4.332
E-waste,5.14,50,USA,61.68,6.168,0.031,55.481
Paper,8.27,10,USA,22.329,9.924,0.01,12.395
Paper,9.99,75,USA,26.973,11.988,0.09,14.895
Glass,5.39,10,Germany,8.624,2.695,0.006,5.923
E-waste,4.54,10,EU,54.48,4.994,0.005,49.481
Paper,7.24,75,India,19.548,14.48,0.065,5.003
E-waste,8.45,75,USA,101.4,10.14,0.076,91.184
Clothes,8.51,25,India,68.08,17.02,0.026,51.034
E-waste,1.7,100,India,20.4,3.4,0.02,16.98
Plastic,4.96,25,Germany,29.76,2.48,0.015,27.265
Paper,4.08,75,EU,11.016,4.488,0.037,6.491
E-waste,5.79,25,Germany,69.48,2.895,0.017,66.568
Plastic,6.85,25,India,41.1,13.7,0.021,27.379
E-waste,8.21,25,USA,98.52,9.852,0.025,88.643
E-waste,6.07,5,India,72.84,12.14,0.004,60.696
Books,8.62,10,Germany,21.55,4.31,0.01,17.23
Paper,9.65,75,India,26.055,19.3,0.087,6.668
E-waste,8.94,100,Germany,107.28,4.47,0.107,102.703
Paper,8.67,50,Germany,23.409,4.335,0.052,19.022
Paper,6.6,5,EU,17.82,7.26,0.004,10.556
Plastic,1.09,100,USA,6.54,1.308,0.013,5.219
Books,7.22,5,India,18.05,14.44,0.004,3.606
Clothes,5.3,10,EU,42.4,5.83,0.006,36.564
Paper,7.28,5,India,19.656,14.56,0.004,5.092
E-waste,0.43,5,India,5.16,0.86,0.0,4.3
Glass,7.18,75,USA,11.488,8.616,0.065,2.807
E-waste,6.64,100,EU,79.68,7.304,0.08,72.296
Books,3.29,75,USA,8.225,3.948,0.03,4.247
Paper,6.94,100,India,18.738,13.88,0.083,4.775
E-waste,5.4,75,USA,64.8,6.48,0.049,58.271
Glass,7.63,100,EU,12.208,8.393,0.092,3.723
Glass,1.94,10,Germany,3.104,0.97,0.002,2.132
Books,1.11,75,India,2.775,2.22,0.01,0.545
Clothes,5.57,10,India,44.56,11.14,0.007,33.413
E-waste,9.69,25,Germany,116.28,4.845,0.029,111.406
Clothes,2.42,5,Germany,19.36,1.21,0.001,18.149
Books,9.65,75,Germany,24.125,4.825,0.087,19.213
E-waste,6.84,75,EU,82.08,7.524,0.062,74.494
E-waste,2.38,25,India,28.56,4.76,0.007,23.793
Plastic,3.94,75,Germany,23.64,1.97,0.035,21.635
Glass,6.98,100,EU,11.168,7.678,0.084,3.406
E-waste,8.02,5,Germany,96.24,4.01,0.005,92.225
Plastic,6.29,25,India,37.74,12.58,0.019,25.141
Books,8.85,10,Germany,22.125,4.425,0.011,17.689
Books,5.9,5,Germany,14.75,2.95,0.004,11.796
Plastic,5.94,75,USA,35.64,7.128,0.053,28.459
Books,7.16,50,Germany,17.9,3.58,0.043,14.277
Plastic,6.38,25,India,38.28,12.76,0.019,25.501
Clothes,4.3,100,Germany,34.4,2.15,0.052,32.198
E-waste,0.22,50,USA,2.64,0.264,0.001,2.375
Books,8.31,5,USA,20.775,9.972,0.005,10.798
Books,9.31,75,EU,23.275,10.241,0.084,12.95
Paper,7.29,75,USA,19.683,8.748,0.066,10.869
Glass,9.33,25,EU,14.928,10.263,0.028,4.637
E-waste,1.08,5,Germany,12.96,0.54,0.001,12.419
Plastic,4.48,50,USA,26.88,5.376,0.027,21.477
Glass,4.85,10,EU,7.76,5.335,0.006,2.419
Glass,4.36,5,Germany,6.976,2.18,0.003,4.793
Clothes,8.52,100,USA,68.16,10.224,0.102,57.834
Clothes,8.32,5,India,66.56,16.64,0.005,49.915
Paper,8.38,10,EU,22.626,9.218,0.01,13.398
E-waste,3.33,10,EU,39.96,3.663,0.004,36.293
Plastic,1.81,25,India,10.86,3.62,0.005,7.235
Paper,8.58,25,USA,23.166,10.296,0.026,12.844
Plastic,2.58,10,Germany,15.48,1.29,0.003,14.187
Clothes,4.87,75,India,38.96,9.74,0.044,29.176
Clothes,9.55,50,India,76.4,19.1,0.057,57.243
Plastic,7.62,10,USA,45.72,9.144,0.009,36.567
E-waste,0.73,10,USA,8.76,0.876,0.001,7.883
Plastic,8.68,50,Germany,52.08,4.34,0.052,47.688
E-waste,0.32,50,EU,3.84,0.352,0.002,3.486
Clothes,3.71,75,EU,29.68,4.081,0.033,25.566
Glass,6.53,50,India,10.448,13.06,0.039,0.0
Paper,3.11,50,India,8.397,6.22,0.019,2.158
Plastic,5.17,75,USA,31.02,6.204,0.047,24.769
Plastic,4.81,25,USA,28.86,5.772,0.014,23.074
Books,6.3,100,USA,15.75,7.56,0.076,8.114
Paper,4.47,5,Germany,12.069,2.235,0.003,9.831
Clothes,9.42,50,Germany,75.36,4.71,0.057,70.593
Clothes,2.87,25,USA,22.96,3.444,0.009,19.507
E-waste,7.3,75,USA,87.6,8.76,0.066,78.774
Glass,6.81,5,USA,10.896,8.172,0.004,2.72
Paper,0.8,5,USA,2.16,0.96,0.0,1.2
Plastic,7.75,10,India,46.5,15.5,0.009,30.991
Plastic,2.48,100,India,14.88,4.96,0.03,9.89
Paper,4.29,25,EU,11.583,4.719,0.013,6.851
Paper,6.35,5,EU,17.145,6.985,0.004,10.156
Clothes,3.79,5,Germany,30.32,1.895,0.002,28.423
E-waste,4.03,75,USA,48.36,4.836,0.036,43.488
Glass,4.22,5,Germany,6.752,2.11,0.003,4.639
Glass,4.79,75,USA,7.664,5.748,0.043,1.873
Plastic,7.32,25,USA,43.92,8.784,0.022,35.114
Paper,5.91,75,Germany,15.957,2.955,0.053,12.949
Paper,1.1,25,EU,2.97,1.21,0.003,1.757
Paper,7.04,5,USA,19.008,8.448,0.004,10.556
Paper,3.53,50,USA,9.531,4.236,0.021,5.274
Glass,8.02,10,Germany,12.832,4.01,0.01,8.812
